Year	Category	Type	Code	Name	Substance	Unit	Factor	Margin	FactorWithMargin	ReliabilityScore	TemporalCorrelation	GeographicalCorrelation	TechnologicalCorrelation	DataCollection
2014	Summary	Commodity	525	Funds, trusts, and financial vehicles	Carbon dioxide	kg/2018 USD, purchaser price	0.182	0	0.182	3	2	1	3	1	
2014	Summary	Commodity	525	Funds, trusts, and financial vehicles	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	3	2	1	1	1	
2014	Summary	Commodity	525	Funds, trusts, and financial vehicles	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	2	1	3	1	
2014	Summary	Commodity	525	Funds, trusts, and financial vehicles	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.002	0	0.002	3	2	1	4	1	
2014	Summary	Commodity	532RL	Renting and leasing of goods, equipment, vehicles and nonfinancial intangible assets	Carbon dioxide	kg/2018 USD, purchaser price	0.114	0	0.114	3	2	1	3	1	
2014	Summary	Commodity	532RL	Renting and leasing of goods, equipment, vehicles and nonfinancial intangible assets	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	3	2	1	1	1	
2014	Summary	Commodity	532RL	Renting and leasing of goods, equipment, vehicles and nonfinancial intangible assets	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	2	1	3	1	
2014	Summary	Commodity	532RL	Renting and leasing of goods, equipment, vehicles and nonfinancial intangible assets	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.003	0	0.003	4	2	1	4	1	
2014	Summary	Commodity	5411	Legal services	Carbon dioxide	kg/2018 USD, purchaser price	0.065	0	0.065	3	2	1	3	1	
2014	Summary	Commodity	5411	Legal services	Methane	kg/2018 USD, purchaser price	0	0	0	3	2	1	1	1	
2014	Summary	Commodity	5411	Legal services	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	2	1	3	1	
2014	Summary	Commodity	5411	Legal services	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.001	0	0.001	4	2	1	4	1	
2014	Summary	Commodity	5412OP	Miscellaneous professional, scientific, and technical services	Carbon dioxide	kg/2018 USD, purchaser price	0.119	0	0.119	3	2	1	3	1	
2014	Summary	Commodity	5412OP	Miscellaneous professional, scientific, and technical services	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	3	2	1	1	1	
2014	Summary	Commodity	5412OP	Miscellaneous professional, scientific, and technical services	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	2	1	3	1	
2014	Summary	Commodity	5412OP	Miscellaneous professional, scientific, and technical services	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.004	0	0.004	3	2	1	4	1	
2014	Summary	Commodity	5415	Computer programming and systems design	Carbon dioxide	kg/2018 USD, purchaser price	0.076	0	0.076	3	2	1	3	1	
2014	Summary	Commodity	5415	Computer programming and systems design	Methane	kg/2018 USD, purchaser price	0	0	0	3	2	1	1	1	
2014	Summary	Commodity	5415	Computer programming and systems design	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	2	1	3	1	
2014	Summary	Commodity	5415	Computer programming and systems design	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.004	0	0.004	4	2	1	5	1	
2014	Summary	Commodity	55	Company and enterprise management	Carbon dioxide	kg/2018 USD, purchaser price	0.116	0	0.116	3	2	1	3	1	
2014	Summary	Commodity	55	Company and enterprise management	Methane	kg/2018 USD, purchaser price	0	0	0	3	2	1	1	1	
2014	Summary	Commodity	55	Company and enterprise management	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	2	1	3	1	
2014	Summary	Commodity	55	Company and enterprise management	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.002	0	0.002	3	2	1	4	1	
2014	Summary	Commodity	561	Administrative and support services	Carbon dioxide	kg/2018 USD, purchaser price	0.09	0	0.09	3	2	1	3	1	
2014	Summary	Commodity	561	Administrative and support services	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	3	2	1	1	1	
2014	Summary	Commodity	561	Administrative and support services	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	2	1	3	1	
2014	Summary	Commodity	561	Administrative and support services	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.004	0	0.004	4	2	1	5	1	
2014	Summary	Commodity	562	Waste management and remediation services	Carbon dioxide	kg/2018 USD, purchaser price	0.268	0	0.268	2	2	1	2	1	
2014	Summary	Commodity	562	Waste management and remediation services	Methane	kg/2018 USD, purchaser price	0.043	0	0.043	2	2	1	1	1	
2014	Summary	Commodity	562	Waste management and remediation services	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	2	1	1	1	
2014	Summary	Commodity	562	Waste management and remediation services	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.012	0	0.012	4	2	1	5	1	
2014	Summary	Commodity	61	Educational institutions and services	Carbon dioxide	kg/2018 USD, purchaser price	0.188	0	0.188	3	2	1	3	1	
2014	Summary	Commodity	61	Educational institutions and services	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	3	2	1	1	1	
2014	Summary	Commodity	61	Educational institutions and services	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	2	1	4	1	
2014	Summary	Commodity	61	Educational institutions and services	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.003	0	0.003	4	2	1	4	1	
2014	Summary	Commodity	621	Healthcare professions, laboratories, and ambulances	Carbon dioxide	kg/2018 USD, purchaser price	0.099	0	0.099	3	2	1	3	1	
2014	Summary	Commodity	621	Healthcare professions, laboratories, and ambulances	Methane	kg/2018 USD, purchaser price	0	0	0	3	2	1	1	1	
2014	Summary	Commodity	621	Healthcare professions, laboratories, and ambulances	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	2	1	2	1	
2014	Summary	Commodity	621	Healthcare professions, laboratories, and ambulances	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.003	0	0.003	4	2	1	4	1	
2014	Summary	Commodity	622	Hospitals	Carbon dioxide	kg/2018 USD, purchaser price	0.155	0	0.155	3	2	1	3	1	
2014	Summary	Commodity	622	Hospitals	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	3	2	1	1	1	
2014	Summary	Commodity	622	Hospitals	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	2	1	3	1	
2014	Summary	Commodity	622	Hospitals	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.003	0	0.003	4	2	1	4	1	
2014	Summary	Commodity	623	Nursing, community, mental health, and substance abuse facilities	Carbon dioxide	kg/2018 USD, purchaser price	0.144	0	0.144	3	2	1	3	1	
2014	Summary	Commodity	623	Nursing, community, mental health, and substance abuse facilities	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	3	2	1	1	1	
2014	Summary	Commodity	623	Nursing, community, mental health, and substance abuse facilities	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	2	1	4	1	
2014	Summary	Commodity	623	Nursing, community, mental health, and substance abuse facilities	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.004	0	0.004	4	2	1	4	1	
2014	Summary	Commodity	624	Child day care, community food services, housing services, and other relief services	Carbon dioxide	kg/2018 USD, purchaser price	0.146	0	0.146	3	2	1	3	1	
2014	Summary	Commodity	624	Child day care, community food services, housing services, and other relief services	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	3	2	1	1	1	
2014	Summary	Commodity	624	Child day care, community food services, housing services, and other relief services	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	2	1	4	1	
2014	Summary	Commodity	624	Child day care, community food services, housing services, and other relief services	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.004	0	0.004	4	2	1	4	1	
2014	Summary	Commodity	711AS	Performing arts, spectator sports, museums, and related activities	Carbon dioxide	kg/2018 USD, purchaser price	0.071	0	0.071	3	2	1	3	1	
2014	Summary	Commodity	711AS	Performing arts, spectator sports, museums, and related activities	Methane	kg/2018 USD, purchaser price	0	0	0	3	2	1	1	1	
2014	Summary	Commodity	711AS	Performing arts, spectator sports, museums, and related activities	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	2	1	3	1	
2014	Summary	Commodity	711AS	Performing arts, spectator sports, museums, and related activities	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.001	0	0.001	4	2	1	4	1	
2014	Summary	Commodity	713	Amusement facilities, gambling facilities, resort and recreation facilities	Carbon dioxide	kg/2018 USD, purchaser price	0.343	0	0.343	3	2	1	3	1	
2014	Summary	Commodity	713	Amusement facilities, gambling facilities, resort and recreation facilities	Methane	kg/2018 USD, purchaser price	0.002	0	0.002	4	2	1	1	1	
2014	Summary	Commodity	713	Amusement facilities, gambling facilities, resort and recreation facilities	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	2	1	4	1	
2014	Summary	Commodity	713	Amusement facilities, gambling facilities, resort and recreation facilities	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.003	0	0.003	4	2	1	4	1	
2014	Summary	Commodity	721	Hotels and campgrounds	Carbon dioxide	kg/2018 USD, purchaser price	0.174	0	0.174	3	2	1	3	1	
2014	Summary	Commodity	721	Hotels and campgrounds	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	3	2	1	1	1	
2014	Summary	Commodity	721	Hotels and campgrounds	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	2	1	4	1	
2014	Summary	Commodity	721	Hotels and campgrounds	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.002	0	0.002	4	2	1	4	1	
2014	Summary	Commodity	722	Food and beverage establishments	Carbon dioxide	kg/2018 USD, purchaser price	0.206	0	0.206	3	2	1	3	1	
2014	Summary	Commodity	722	Food and beverage establishments	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	4	2	1	1	1	
2014	Summary	Commodity	722	Food and beverage establishments	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	2	1	4	1	
2014	Summary	Commodity	722	Food and beverage establishments	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.005	0	0.005	4	2	1	4	1	
2014	Summary	Commodity	81	Other services, except government	Carbon dioxide	kg/2018 USD, purchaser price	0.133	0	0.133	3	2	1	3	1	
2014	Summary	Commodity	81	Other services, except government	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	3	2	1	1	1	
2014	Summary	Commodity	81	Other services, except government	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	2	1	3	1	
2014	Summary	Commodity	81	Other services, except government	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.004	0	0.004	4	2	1	4	1	
2014	Summary	Commodity	HS	Housing	Carbon dioxide	kg/2018 USD, purchaser price	0.02	0	0.02	3	2	1	3	1	
2014	Summary	Commodity	HS	Housing	Methane	kg/2018 USD, purchaser price	0	0	0	4	2	1	1	1	
2014	Summary	Commodity	HS	Housing	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	2	1	3	1	
2014	Summary	Commodity	HS	Housing	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.001	0	0.001	4	2	1	5	1	
2014	Summary	Commodity	ORE	Other real estate	Carbon dioxide	kg/2018 USD, purchaser price	0.422	0	0.422	3	2	1	3	1	
2014	Summary	Commodity	ORE	Other real estate	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	3	2	1	1	1	
2014	Summary	Commodity	ORE	Other real estate	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	2	1	3	1	
2014	Summary	Commodity	ORE	Other real estate	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.004	0	0.004	3	2	1	4	1	
2011	Summary	Industry	111CA	Farms	Carbon dioxide	kg/2018 USD, purchaser price	0.555	0.057	0.612	4	3	1	4	1	
2011	Summary	Industry	111CA	Farms	Methane	kg/2018 USD, purchaser price	0.029	0.001	0.03	3	3	1	1	1	
2011	Summary	Industry	111CA	Farms	Nitrous oxide	kg/2018 USD, purchaser price	0.003	0	0.003	4	3	1	4	1	
2011	Summary	Industry	111CA	Farms	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.004	0.001	0.005	3	3	1	3	1	
2011	Summary	Industry	113FF	Forestry, fishing, and related activities	Carbon dioxide	kg/2018 USD, purchaser price	0.217	0.015	0.233	4	3	1	4	1	
2011	Summary	Industry	113FF	Forestry, fishing, and related activities	Methane	kg/2018 USD, purchaser price	0.002	0	0.002	3	3	1	1	1	
2011	Summary	Industry	113FF	Forestry, fishing, and related activities	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	3	1	4	1	
2011	Summary	Industry	113FF	Forestry, fishing, and related activities	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.003	0	0.003	3	3	1	3	1	
2011	Summary	Industry	211	Oil and gas extraction	Carbon dioxide	kg/2018 USD, purchaser price	0.613	0.042	0.655	4	3	1	3	1	
2011	Summary	Industry	211	Oil and gas extraction	Methane	kg/2018 USD, purchaser price	0.029	0	0.03	4	3	1	1	1	
2011	Summary	Industry	211	Oil and gas extraction	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2011	Summary	Industry	211	Oil and gas extraction	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.005	0	0.006	3	3	1	3	1	
2011	Summary	Industry	212	Mining, except oil and gas	Carbon dioxide	kg/2018 USD, purchaser price	0.647	0.055	0.702	4	3	1	4	1	
2011	Summary	Industry	212	Mining, except oil and gas	Methane	kg/2018 USD, purchaser price	0.024	0.001	0.024	4	3	1	1	1	
2011	Summary	Industry	212	Mining, except oil and gas	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	3	1	3	1	
2011	Summary	Industry	212	Mining, except oil and gas	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.004	0.001	0.004	3	3	1	3	1	
2011	Summary	Industry	213	Support activities for mining	Carbon dioxide	kg/2018 USD, purchaser price	0.239	0	0.24	4	3	1	4	1	
2011	Summary	Industry	213	Support activities for mining	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	3	3	1	1	1	
2011	Summary	Industry	213	Support activities for mining	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	3	1	3	1	
2011	Summary	Industry	213	Support activities for mining	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.003	0	0.003	3	3	1	3	1	
2011	Summary	Industry	22	Utilities	Carbon dioxide	kg/2018 USD, purchaser price	3.814	0	3.814	2	3	1	2	1	
2011	Summary	Industry	22	Utilities	Methane	kg/2018 USD, purchaser price	0.006	0	0.006	4	3	1	1	1	
2011	Summary	Industry	22	Utilities	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	2	1	
2011	Summary	Industry	22	Utilities	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.014	0	0.014	2	3	1	1	1	
2011	Summary	Industry	23	Construction	Carbon dioxide	kg/2018 USD, purchaser price	0.283	0	0.283	3	3	1	4	1	
2011	Summary	Industry	23	Construction	Methane	kg/2018 USD, purchaser price	0.002	0	0.002	4	3	1	1	1	
2011	Summary	Industry	23	Construction	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2011	Summary	Industry	23	Construction	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.017	0	0.017	4	3	1	5	1	
2011	Summary	Industry	311FT	Food and beverage and tobacco products	Carbon dioxide	kg/2018 USD, purchaser price	0.318	0.018	0.336	3	3	1	4	1	
2011	Summary	Industry	311FT	Food and beverage and tobacco products	Methane	kg/2018 USD, purchaser price	0.007	0	0.007	3	3	1	1	1	
2011	Summary	Industry	311FT	Food and beverage and tobacco products	Nitrous oxide	kg/2018 USD, purchaser price	0.001	0	0.001	4	3	1	4	1	
2011	Summary	Industry	311FT	Food and beverage and tobacco products	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.005	0	0.005	3	3	1	4	1	
2011	Summary	Industry	313TT	Textile mills and textile product mills	Carbon dioxide	kg/2018 USD, purchaser price	0.29	0.021	0.312	3	3	1	3	1	
2011	Summary	Industry	313TT	Textile mills and textile product mills	Methane	kg/2018 USD, purchaser price	0.002	0	0.002	3	3	1	1	1	
2011	Summary	Industry	313TT	Textile mills and textile product mills	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	3	1	3	1	
2011	Summary	Industry	313TT	Textile mills and textile product mills	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.005	0	0.005	3	3	1	2	1	
2011	Summary	Industry	315AL	Apparel and leather and allied products	Carbon dioxide	kg/2018 USD, purchaser price	0.1	0.023	0.123	3	3	1	3	1	
2011	Summary	Industry	315AL	Apparel and leather and allied products	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	3	3	1	1	1	
2011	Summary	Industry	315AL	Apparel and leather and allied products	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	3	1	4	1	
2011	Summary	Industry	315AL	Apparel and leather and allied products	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.002	0	0.002	3	3	1	3	1	
2011	Summary	Industry	321	Wood products	Carbon dioxide	kg/2018 USD, purchaser price	0.225	0.021	0.247	3	3	1	3	1	
2011	Summary	Industry	321	Wood products	Methane	kg/2018 USD, purchaser price	0.001	0	0.001	3	3	1	1	1	
2011	Summary	Industry	321	Wood products	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	4	3	1	4	1	
2011	Summary	Industry	321	Wood products	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.006	0	0.007	4	3	1	4	1	
2011	Summary	Industry	322	Paper products	Carbon dioxide	kg/2018 USD, purchaser price	0.513	0.026	0.539	3	3	1	4	1	
2011	Summary	Industry	322	Paper products	Methane	kg/2018 USD, purchaser price	0.002	0	0.002	4	3	1	1	1	
2011	Summary	Industry	322	Paper products	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2011	Summary	Industry	322	Paper products	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.005	0	0.005	3	3	1	3	1	
2011	Summary	Industry	323	Printing and related support activities	Carbon dioxide	kg/2018 USD, purchaser price	0.357	0.004	0.361	3	3	1	4	1	
2011	Summary	Industry	323	Printing and related support activities	Methane	kg/2018 USD, purchaser price	0.002	0	0.002	4	3	1	1	1	
2011	Summary	Industry	323	Printing and related support activities	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2011	Summary	Industry	323	Printing and related support activities	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.005	0	0.005	3	3	1	3	1	
2011	Summary	Industry	324	Petroleum and coal products	Carbon dioxide	kg/2018 USD, purchaser price	0.737	0.024	0.761	4	3	1	3	1	
2011	Summary	Industry	324	Petroleum and coal products	Methane	kg/2018 USD, purchaser price	0.017	0	0.017	4	3	1	1	1	
2011	Summary	Industry	324	Petroleum and coal products	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	3	1	
2011	Summary	Industry	324	Petroleum and coal products	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.004	0	0.005	3	3	1	3	1	
2011	Summary	Industry	325	Chemical products	Carbon dioxide	kg/2018 USD, purchaser price	0.401	0.017	0.418	4	3	1	4	1	
2011	Summary	Industry	325	Chemical products	Methane	kg/2018 USD, purchaser price	0.002	0	0.002	4	3	1	1	1	
2011	Summary	Industry	325	Chemical products	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	2	1	
2011	Summary	Industry	325	Chemical products	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.014	0	0.014	2	3	1	1	1	
2011	Summary	Industry	326	Plastics and rubber products	Carbon dioxide	kg/2018 USD, purchaser price	0.301	0.013	0.315	3	3	1	4	1	
2011	Summary	Industry	326	Plastics and rubber products	Methane	kg/2018 USD, purchaser price	0.002	0	0.002	4	3	1	1	1	
2011	Summary	Industry	326	Plastics and rubber products	Nitrous oxide	kg/2018 USD, purchaser price	0	0	0	3	3	1	2	1	
2011	Summary	Industry	326	Plastics and rubber products	Other Greenhouse Gases	kg CO2e/2018 USD, purchaser price	0.009	0	0.009	3	3	1	3	1	
2011	Summary	Industry	327	Nonmetallic mineral products	Carbon dioxide	kg/2018 USD, purchaser price	0.795	0.039	0.834	3	3	1	2	1	
2011	Summary	Industry	327	Nonmetallic mineral products	Methane	kg/2018 USD, purchaser price	0.002	0	0.003	4	3	1	1	1	
